campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
FreezeBee Games,,https://www.kickstarter.com/projects/2001285106/freezebee-games-0?ref=ending_soon,Games,Tabletop Games,"Yekaterinburg, Russia",Russia,Yekaterinburg,Asia,usd,Nikita Rukosuev,1,99,2,0,0,0,0,6000,usd,30,0,695,1,0,14,0,0
New History of Science Fiction Poster printing,,https://www.kickstarter.com/projects/2002590345/new-history-of-science-fiction-poster-printing?ref=ending_soon,Publishing,Publishing,"Williamsburg, Brooklyn, NY",New York,Brooklyn,North America,usd,Andrew Morris,1,2,1,1,0,0.5,0,4000,usd,30,0,227,1,0,0,0,1
A Sacred Marriage: Dating God's Way,,https://www.kickstarter.com/projects/2003824263/a-sacred-marriage-dating-gods-way?ref=ending_soon,Publishing,Nonfiction,"Las Vegas, NV",Nevada,Las Vegas,North America,usd,Yuseff Randle,0,2,1,0,0,0.5,2052,15000,usd,39.59435185,0,94,1,0,0,0,0
ZOUASSI: Deluxe Hardcover Art Book,,https://www.kickstarter.com/projects/2004873718/zouassi-deluxe-hardcover-art-book?ref=ending_soon,Art,Digital Art,"Philadelphia, PA",Pennsylvania,Philadelphia,North America,usd,Zouassi,0,2,1,0,0,0.5,0,13000,usd,30,0,330,0,0,4,0,0
Ladder 29: Ladder climbing firefighters extinguishing cards.,,https://www.kickstarter.com/projects/2005228768/ladder-29-ladder-climbing-firefighters-extinguishi?ref=ending_soon,Games,Tabletop Games,"Grand Rapids, MI",Michigan,Grand Rapids,North America,usd,Jason Kotarski,187,203,10,10,0,1,1571,12000,usd,28,0,1908,1,5,43,0,1
Foolish Smarts and How to Lose Them: Post Production,,https://www.kickstarter.com/projects/2005779671/foolish-smarts-and-how-to-lose-them-post-productio?ref=ending_soon,Film & Video,Narrative Film,"Los Angeles, CA",California,Los Angeles,North America,usd,Connor Christofferson,0,67,2,2,0,1,0,6000,usd,40,0,442,1,0,8,0,1
Prince's Gambit Casual Vampire Card Game,,https://www.kickstarter.com/projects/200664283/princes-gambit-casual-vampire-card-game?ref=ending_soon,Games,Tabletop Games,"Macungie, PA",Pennsylvania,Macungie,North America,usd,Richard Thomas,63,195,22,22,0,1,445,7000,usd,30,0,1974,1,1,36,0,1
HexBay: X-Wing miniatures storage solution!,,https://www.kickstarter.com/projects/2007719549/hexbay-x-wing-miniatures-storage-solution?ref=ending_soon,Games,Tabletop Games,"Adelaide, AU",Australia,Adelaide,Oceania,aud,Jean-Noel Seneque,1,10,1,1,0,0.5,101,2727,aud,30,0,1102,1,0,18,0,1
The Long Fall Comic Book,,https://www.kickstarter.com/projects/2007937594/the-long-fall-comic-book?ref=ending_soon,Comics,Comic Books,"Fort Lauderdale, FL",Florida,Fort Lauderdale,North America,usd,Andrew Carron,4,2,1,1,0,0.5,551,500,usd,31.32618056,0,420,1,0,0,0,1
(trans)formaciones residuales,,https://www.kickstarter.com/projects/2008853783/transformaciones-residuales?ref=ending_soon,Art,Art,"Mexico City, Mexico",Mexico,Mexico City,North America,mxd,Aura Cano,0,2,1,1,0,0.5,0,3228.24,mxd,29.95833333,0,179,1,0,0,0,1
Graduate Collection (BA) Fashion Design,,https://www.kickstarter.com/projects/2009177862/graduate-collection-ba-fashion-design?ref=ending_soon,Fashion,Ready-to-wear,"Cambridge, UK",United Kingdom,Cambridge,Europe,gbp,Macarena Casis,0,2,1,1,0,0.5,906,625.3,gbp,15,0,272,1,0,0,0,1
XENO - Cable Protector & Organizer,,https://www.kickstarter.com/projects/2011266461/xeno-cable-protector-and-organizer?ref=ending_soon,Technology,Gadgets,"Melbourne, AU",Australia,Melbourne,Oceania,aud,Saurabh Porwal,0,2,1,0,0,0.5,255,22725,aud,59.95833333,0,685,0,0,9,1,0
Little Hawk,,https://www.kickstarter.com/projects/2012512643/little-hawk?ref=ending_soon,Games,Video Games,"Henderson, NV",Nevada,Henderson,North America,usd,"bZillions, Inc.",2,67,1,1,0,0.5,0,15000,usd,29.95833333,0,1839,1,1,73,0,1
Aeon's End: War Eternal,,https://www.kickstarter.com/projects/2012515236/aeons-end-war-eternal?ref=ending_soon,Games,Tabletop Games,"Oakland, CA",California,Oakland,North America,usd,Travis,20,140,24,23,0,0.956521739,0,30000,usd,30.57225694,0,2804,1,4,61,0,1
Nature-Pro Shampoo Soap,,https://www.kickstarter.com/projects/2012841936/eco-friendly-soap-making-website?ref=ending_soon,Crafts,Crafts,"Sydney, AU",Australia,Sydney,Oceania,aud,Lindsay Armand,0,2,1,0,0,0.5,1049,6817.5,aud,59.95833333,0,634,0,0,0,0,0
SALT LAKE LDS Temple | Crystal & 24K Gold statue,,https://www.kickstarter.com/projects/2014107319/salt-lake-lds-temple-crystal-and-24k-gold-statue?ref=ending_soon,Art,Sculpture,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Bryan Pendleton & Charlie Rudd,2,2,1,1,0,0.5,0,7500,usd,30.20215278,0,880,1,0,3,0,1
"The Weight Management Revolution, Obesity is an epidemic.",,https://www.kickstarter.com/projects/2015162840/the-weight-management-revolution-obesity-is-an-epi?ref=ending_soon,Publishing,Publishing,"San Diego, CA",California,San Diego,North America,usd,"K. Steven Whiting, PhD",0,2,1,0,0,0.5,549,24000,usd,59.95833333,0,479,1,0,0,0,0
The Girl + The Glory: Produce Our First Single!,,https://www.kickstarter.com/projects/2015730984/the-girl-the-glory-produce-our-first-single?ref=ending_soon,Music,Pop,"Los Angeles, CA",California,Los Angeles,North America,usd,Neal Gardner,7,2,1,1,0,0.5,236,1200,usd,24.95833333,0,162,0,0,0,0,1
Cognition #2 - Black Shuck,,https://www.kickstarter.com/projects/201581505/cognition-2-black-shuck?ref=ending_soon,Comics,Comic Books,"Ipswich, UK",United Kingdom,Ipswich,Europe,gbp,Ken Reynolds,55,77,5,4,0,0.75,0,1250.6,gbp,24.95833333,0,1325,1,0,20,0,1
"Hippo Noto, a Hippo Size Tomoe Paper Notebook",,https://www.kickstarter.com/projects/2016143253/hippo-noto-a-hippo-size-tomoe-paper-notebook?ref=ending_soon,Journalism,Journalism,"Kapolei, HI",Hawaii,Kapolei,North America,usd,Squishy-Ink,1,199,1,1,0,0.5,0,12500,usd,30,0,519,0,0,13,0,1
QTB Series: Children's Books,,https://www.kickstarter.com/projects/2016344390/qtb-series-childrens-books?ref=ending_soon,Art,Art,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Gabriel,0,2,1,0,0,0.5,661,25000,usd,28.57572917,1,401,0,0,0,0,0
Motus IQ,,https://www.kickstarter.com/projects/2016627599/motus-iq?ref=ending_soon,Technology,Wearables,"San Francisco, CA",California,San Francisco,North America,usd,Ryan Speranza,0,2,1,0,0,0.5,350,1000,usd,44.95833333,0,547,0,0,0,0,0
The Noble Tree Coffee House,,https://www.kickstarter.com/projects/201715903/the-noble-tree-coffee-house?ref=ending_soon,Food,Restaurants,"Austin, TX",Texas,Austin,North America,usd,The Noble Tree Coffee House,0,2,1,0,0,0.5,200,2000,usd,30,0,211,0,0,0,0,0
PodClip...a sleek and convenient way to carry your AirPods. (Canceled),,https://www.kickstarter.com/projects/2017318486/podclipa-sleek-and-convenient-way-to-carry-your-ai?ref=ending_soon,Technology,Gadgets,"Chandler, AZ",Arizona,Chandler,North America,usd,Sam Yaghoubi,1,67,2,0,0,0,301,3000,usd,15,0,336,1,0,5,1,0
Revelations,,https://www.kickstarter.com/projects/2018376013/revelations?ref=ending_soon,Film & Video,Shorts,"New York, NY",New York,New York,North America,usd,Dan Albino,0,2,1,1,0,0.5,411,3000,usd,45.06548611,0,522,1,0,2,0,1
Solipstry: A new approach to tabletop RPGs,,https://www.kickstarter.com/projects/2018387307/solipstry-a-new-approach-to-tabletop-rpgs?ref=ending_soon,Games,Tabletop Games,"Marion, IA",Iowa,Marion,North America,usd,Alex Rinehart,25,59,1,1,0,0.5,254,700,usd,29.95833333,0,1000,1,0,11,0,1
Microbial Inoculant Culturing Facility Expansion,,https://www.kickstarter.com/projects/2018657810/microbial-inoculant-culturing-facility-expansion?ref=ending_soon,Food,Farms,"Lansing, MI",Michigan,Lansing,North America,usd,Jeremy Emery,0,2,1,0,0,0.5,0,2100,usd,30,0,358,0,0,3,0,0
From Design To Code,,https://www.kickstarter.com/projects/2018775666/from-design-to-code?ref=ending_soon,Technology,Web,"London, UK",United Kingdom,London,Europe,gbp,Ashley Hogarth,0,2,1,0,0,0.5,0,15632.5,gbp,29.95833333,0,393,0,0,0,0,0
"Publishing Book -Lockdown To Freedom ""A Story of Redemption""",,https://www.kickstarter.com/projects/2018980658/publishing-book-lockdown-to-freedom-a-story-of-red?ref=ending_soon,Publishing,Publishing,"San Diego, CA",California,San Diego,North America,usd,Ron Zaucha,0,2,1,0,0,0.5,2431,10000,usd,57.73601852,0,212,0,0,0,0,0
The Anhydrous Mat - NO MORE Moldy and Stinky Bathmat EVER!,,https://www.kickstarter.com/projects/2020493130/the-anhydrous-mat-no-more-moldy-and-stinky-bathmat?ref=ending_soon,Design,Product Design,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Unified Point,4,168,1,1,0,0.5,0,5000,usd,28,0,907,1,0,14,0,1
The THREE STOOGES Theater Trading Cards from RRParks CARDS,,https://www.kickstarter.com/projects/2020657542/the-three-stooges-theater-trading-cards-from-rrpar?ref=ending_soon,Publishing,Publishing,"Carson City, NV",Nevada,Carson City,North America,usd,Richard Parks,24,10,12,12,0,1,0,1200,usd,31.59034722,0,2613,0,0,16,0,1
"Time,short film,project,free standing One man,Death",,https://www.kickstarter.com/projects/202170381/timeshort-filmprojectfree-standing-one-mandeath?ref=ending_soon,Film & Video,Shorts,"Italia, Italy",Italy,Italia,Europe,eur,Giuliano,0,2,1,0,0,0.5,0,5306.1,eur,56.37059028,0,135,0,0,0,0,0
Whiskey Revolver and Bullet Pens,,https://www.kickstarter.com/projects/2022066517/whiskey-revolver-and-bullet-pens?ref=ending_soon,Crafts,Woodworking,"Columbia, SC",South Carolina,Columbia,North America,usd,Brad McKee,4,18,8,8,0,1,0,1000,usd,29.95833333,0,1307,1,1,12,0,1
Melted Hand Enamel Pin,,https://www.kickstarter.com/projects/2022583017/melted-hand-enamel-pin?ref=ending_soon,Art,Art,"Fort Collins, CO",Colorado,Fort Collins,North America,usd,Joe Diaz,0,2,1,1,0,0.5,826,150,usd,25,0,92,0,0,0,0,1
DSP Filter toolbox,,https://www.kickstarter.com/projects/2024172272/dsp-filter-toolbox?ref=ending_soon,Technology,Hardware,"Essex, UK",United Kingdom,Essex,Europe,gbp,Spencer,1,67,5,0,0,0,0,6253,gbp,39.95833333,0,395,0,0,7,1,0
CooLapels,,https://www.kickstarter.com/projects/2025591309/coolapels?ref=ending_soon,Design,Product Design,"New York, NY",New York,New York,North America,usd,JB Designs,0,2,1,0,0,0.5,0,15000,usd,29.95833333,0,346,0,0,0,1,0
Experience photography - Erlebnis Fotografie,,https://www.kickstarter.com/projects/2025742096/experience-photography-erlebnis-fotografie?ref=ending_soon,Photography,Photobooks,"Deutsch, Germany",Germany,Deutsch,Europe,eur,Ralph Klein,0,2,1,0,0,0.5,187,2122.44,eur,35,0,417,1,0,5,0,0
LawnUp! Connecting homeowners with our underemployed youth,,https://www.kickstarter.com/projects/202579323/lawnup-connecting-homeowners-with-our-underemploye?ref=ending_soon,Technology,Software,"Orlando, FL",Florida,Orlando,North America,usd,Brian Carmichael,0,2,1,0,0,0.5,0,85000,usd,29.95833333,0,757,1,0,0,0,0
The Most Active and Versatile Drawstring Backpack,,https://www.kickstarter.com/projects/2026249294/the-most-active-and-versatile-drawstring-backpack?ref=ending_soon,Design,Product Design,"Chicago, IL",Illinois,Chicago,North America,usd,mochibags,24,125,5,3,0,0.5,0,20000,usd,53.4008912,0,950,1,0,70,0,1
Say Hello to Urb,,https://www.kickstarter.com/projects/2026614002/say-hello-to-urb?ref=ending_soon,Crafts,Woodworking,"Scottsdale, AZ",Arizona,Scottsdale,North America,usd,Diane DeCocq,1,59,2,2,0,1,271,5000,usd,28.6450463,0,1101,1,0,12,0,1
NorthCape | Redefining Minimal Watches,,https://www.kickstarter.com/projects/2029458608/northcape-redefining-minimal-watches?ref=ending_soon,Fashion,Jewelry,"Paris, France",France,Paris,Europe,eur,NorthCape Watches,0,67,1,1,0,0.5,0,530.61,eur,59.95833333,0,805,0,0,25,0,1
Scenekunsthus Aarhus,,https://www.kickstarter.com/projects/2029598266/scenekunsthus-aarhus?ref=ending_soon,Theater,Theater,"Arhus, Denmark",Denmark,Arhus,Europe,dkk,Scenekunsthus Aarhus,0,2,1,1,0,0.5,657,1426.57,dkk,58.96422454,0,455,1,0,0,0,1
The Everyday Carry ballpoint pen,,https://www.kickstarter.com/projects/2031465346/the-everyday-carry-ballpoint-pen?ref=ending_soon,Crafts,Woodworking,"Charleston, SC",South Carolina,Charleston,North America,usd,Mike Allen,5,127,2,2,0,1,290,500,usd,30,0,429,1,0,15,0,1
The Wishing Cranes - Short Animated Film,,https://www.kickstarter.com/projects/2032061183/the-wishing-cranes-short-animated-film?ref=ending_soon,Film & Video,Animation,"Sarasota, FL",Florida,Sarasota,North America,usd,Kaiya + Seth + Ellen,0,2,1,1,0,0.5,0,2000,usd,29.95833333,0,356,1,0,7,0,1
Drumming the World & Pro Guitar Player,,https://www.kickstarter.com/projects/2032085209/drumming-the-world-and-pro-guitar-player?ref=ending_soon,Music,Music,"Hartford, CT",Connecticut,Hartford,North America,usd,Chris Koehler,3,1,1,0,0,0.5,0,147000,usd,29.95833333,0,872,1,0,10,0,0
"American Version of a ""Doctor Who"" Pilot",,https://www.kickstarter.com/projects/2033983624/american-version-of-a-doctor-who-pilot?ref=ending_soon,Film & Video,Science Fiction,"Millville, NJ",New Jersey,Millville,North America,usd,Julio Pumarejo Jr.,0,199,4,0,0,0,456,2.00E+05,usd,29.95833333,0,256,1,0,25,0,0
'LONGMIRE' The Cinematic Picture Book,,https://www.kickstarter.com/projects/2034828299/longmire-the-cinematic-picture-book?ref=ending_soon,Publishing,Art Books,"Hollywood, Los Angeles, CA",California,Los Angeles,North America,usd,Cinematic Pictures Group,0,2,1,1,0,0.5,0,35000,usd,29.95833333,0,530,1,0,12,0,1
Table view restaurant,,https://www.kickstarter.com/projects/2035034167/table-view-restaurant?ref=ending_soon,Food,Restaurants,"Cheshire, UK",United Kingdom,Cheshire,Europe,gbp,Luke Anderson,0,2,1,0,0,0.5,0,62530,gbp,30,0,211,0,0,9,0,0
Derp Souls III - New YouTube Series,,https://www.kickstarter.com/projects/2036072103/derp-souls-iii-new-youtube-series?ref=ending_soon,Film & Video,Animation,"Dublin, Ireland",Ireland,Dublin,Europe,eur,Michael Lally,0,67,2,0,0,0,0,106.12,eur,30,0,125,0,0,0,0,0
Kaleidoscope Literary/Art Magazine,,https://www.kickstarter.com/projects/2036370992/kaleidoscope-literary-art-magazine?ref=ending_soon,Publishing,Publishing,"Fort Collins, CO",Colorado,Fort Collins,North America,usd,Craig Moyer,1,67,1,0,0,0.5,0,3600,usd,21,0,418,0,0,0,0,0
Start Up Musician,,https://www.kickstarter.com/projects/2038227025/start-up-musician?ref=ending_soon,Music,Indie Rock,"San Diego, CA",California,San Diego,North America,usd,Salvador Baca,0,2,1,0,0,0.5,0,1200,usd,28.54782407,0,374,0,0,0,0,0
WARHEAD: Volume One,,https://www.kickstarter.com/projects/2038250933/warhead-volume-one?ref=ending_soon,Comics,Graphic Novels,"Bakersfield, CA",California,Bakersfield,North America,usd,KatrinaEKunstmann,15,2,1,0,0,0.5,0,10000,usd,36.99743056,0,1680,1,0,38,0,0
StPsy - StreetPsychiatry 1year upgrade to a business account (Canceled),,https://www.kickstarter.com/projects/2038393242/stpsystreetpsychiatry?ref=ending_soon,Publishing,Anthologies,"Stockton, CA",California,Stockton,North America,usd,Mike,0,67,2,0,0,0,580,350,usd,35,0,276,1,0,0,0,0
Heroes of the Great War: Limanowa 1914 (Canceled),,https://www.kickstarter.com/projects/2038926808/heroes-of-the-great-war-limanowa-1914?ref=ending_soon,Games,Tabletop Games,"London, UK",United Kingdom,London,Europe,gbp,Gladiator Games,8,2,1,0,0,0.5,0,45021.6,gbp,30.16672454,0,1785,1,2,28,0,0
Heroes of the Great War: Limanowa 1914 (Canceled),,https://www.kickstarter.com/projects/2038926808/heroes-of-the-great-war-limanowa-1914?ref=ending_soon,Games,Tabletop Games,"London, UK",United Kingdom,London,Europe,gbp,Gladiator Games,8,2,1,0,0,0.5,0,45021.6,gbp,30.16672454,0,1785,1,2,28,0,0
Interfuse Digital Release Relief Fund,,https://www.kickstarter.com/projects/2040020248/interfuse-digital-release-relief-fund?ref=ending_soon,Music,Punk,"Akron, OH",Ohio,Akron,North America,usd,Sean MFD,1,2,1,1,0,0.5,0,20,usd,29.95833333,0,376,1,0,0,0,1
Purpose: Pet Food that Reflects the Values of Animal Lovers,,https://www.kickstarter.com/projects/2041805440/bring-purpose-to-your-pets-diet-with-freeze-dried?ref=ending_soon,Food,Small Batch,"New York, NY",New York,New York,North America,usd,Purpose,12,168,1,1,0,0.5,292,10000,usd,30.95833333,0,624,0,0,31,0,1
Craft Beer Chaos - Card Game,,https://www.kickstarter.com/projects/2042899815/craft-beer-chaos-card-game?ref=ending_soon,Games,Playing Cards,"Long Island, NY",New York,Long Island,North America,usd,Craft Beer Chaos,0,2,1,0,0,0.5,0,4000,usd,44.95833333,0,471,0,0,0,0,0
Monsuta Fitness - An Exercise Based Treasure Hunt App,,https://www.kickstarter.com/projects/2043948242/monsuta-fitness-an-exercise-based-treasure-hunt-ap?ref=ending_soon,Technology,Apps,"Bendigo, AU",Australia,Bendigo,Oceania,aud,Jarrod Robinson,6,2,1,0,0,0.5,919,18937.5,aud,29.95833333,0,666,1,2,4,0,0
Eternite: a unique diamond made with and by your hair,,https://www.kickstarter.com/projects/204408080/eternite-a-unique-diamond-made-with-and-by-your-ha?ref=ending_soon,Technology,Technology,"France, France",France,France,Europe,eur,Sauvanet Karim,0,2,1,0,0,0.5,0,530610,eur,30,0,653,0,0,5,0,0
Trump and Putin kissing,,https://www.kickstarter.com/projects/2044132737/trump-and-putin-kissing?ref=ending_soon,Crafts,DIY,"Austin, TX",Texas,Austin,North America,usd,Cole,0,67,2,0,0,0,0,1000,usd,30,0,151,1,0,0,0,0
Amanda Jane Music First Recording Studio Experience,,https://www.kickstarter.com/projects/2044402789/amanda-jane-music-first-recording-studio-experienc?ref=ending_soon,Music,Music,"Franklin, TN",Tennessee,Franklin,North America,usd,Amanda Beson,0,2,1,1,0,0.5,1311,800,usd,23.48454861,0,376,0,0,0,0,1
"Great Expectations, The Musical",,https://www.kickstarter.com/projects/2044417172/great-expectations-the-musical?ref=ending_soon,Theater,Theater,"London, UK",United Kingdom,London,Europe,gbp,"Great Expectations, The Musical",0,2,1,0,0,0.5,1320,9379.5,gbp,29.08918981,0,862,1,0,0,0,0
Pack-A-Pull The Ultra Lightweight Packable Pulley System,,https://www.kickstarter.com/projects/2044732854/pack-a-pull-the-ultra-lightweight-packable-pulley?ref=ending_soon,Design,Product Design,"Meridian, ID",Idaho,Meridian,North America,usd,Roy Chitwood,0,127,1,1,0,0.5,221,12000,usd,29.95833333,0,612,1,0,0,1,1
Shared Ride Food Delivery Platform,,https://www.kickstarter.com/projects/2045167832/shared-ride-food-delivery-platform?ref=ending_soon,Technology,Software,"Chicago, IL",Illinois,Chicago,North America,usd,Mo B,0,67,2,0,0,0,0,20000,usd,59.95833333,0,707,0,0,28,0,0
Superior Dresser Mens AND Womens Fashion Magazines,,https://www.kickstarter.com/projects/2045355862/superior-dresser-mens-and-womens-fashion-magazines?ref=ending_soon,Fashion,Apparel,"London, UK",United Kingdom,London,Europe,gbp,Dennis Preston,0,67,2,0,0,0,287,1250.6,gbp,30,0,626,0,0,9,0,0
TUGAWORDS,,https://www.kickstarter.com/projects/2046027386/the-tug-of-war-of-word-games?ref=ending_soon,Games,Tabletop Games,"Lawrenceville, GA",Georgia,Lawrenceville,Europe,usd,DownStream Games,2,2,1,0,0,0.5,0,20000,usd,28,0,2161,0,1,14,0,0
Songs of Inequaltiy,,https://www.kickstarter.com/projects/2046170848/songs-of-inequaltiy?ref=ending_soon,Art,Art,"New York, NY",New York,New York,North America,usd,Elias,0,2,1,0,0,0.5,0,5000,usd,59.95833333,0,217,0,0,0,0,0
Drawing Pictures of Muhammad,,https://www.kickstarter.com/projects/2046389161/drawing-pictures-of-muhammad?ref=ending_soon,Art,Art,"Seattle, WA",Washington,Seattle,North America,usd,Jonathan Thom,0,2,1,0,0,0.5,0,100,usd,30,0,90,0,0,0,0,0
"NEW ADAVANT ALBUM! ""The Unyielding""",,https://www.kickstarter.com/projects/2046494798/new-adavant-album-the-unyielding?ref=ending_soon,Music,Metal,"Phoenix, AZ",Arizona,Phoenix,North America,usd,ADAVANT,0,67,2,2,0,1,597,4500,usd,59.95833333,0,767,1,0,6,0,1
SnowBob - The future of sledding!,,https://www.kickstarter.com/projects/2046602355/snowbob-the-future-of-sledding?ref=ending_soon,Design,Product Design,"Oslo, Norway",Norway,Oslo,Europe,nok,Onefoot,1,199,1,1,0,0.5,0,11659.5,nok,30,0,868,0,0,27,0,1
AllyChats YouTube Channel,,https://www.kickstarter.com/projects/2046934941/allychats-youtube-channel?ref=ending_soon,Film & Video,Film & Video,"Milwaukee, WI",Wisconsin,Milwaukee,North America,usd,Allison,0,2,1,0,0,0.5,0,2050,usd,30,0,257,0,0,0,0,0
PHP CONTROLLER brings out the best from your projects!,,https://www.kickstarter.com/projects/2047207582/php-controller-the-1st-development-platform-php-ba?ref=ending_soon,Technology,Robots,"Pescara, Italy",Italy,Pescara,Europe,eur,Orlando Ceci,0,67,2,1,1,0,0,83.84,eur,30,0,473,1,0,4,1,1
Crystal City,,https://www.kickstarter.com/projects/2048567030/crystal-city?ref=ending_soon,Crafts,Crafts,"Little Rock, AR",Arkansas,Little Rock,North America,usd,M. Schroeder,0,99,3,0,0,0,0,10000,usd,29.95833333,0,483,0,0,13,0,0
New Level Streetwear- A Lifestyle Brand.,,https://www.kickstarter.com/projects/2048788161/new-level-streetwear-a-lifestyle-brand?ref=ending_soon,Fashion,Fashion,"Coeur D'Alene, ID",Idaho,Coeur D'Alene,North America,usd,Korey Hines,0,2,1,0,0,0.5,264,1000,usd,29.95833333,0,627,0,0,0,0,0
