campaignTitle,description,url,mainCategory,category,location,countryState,city,continent,valuta,creator,backed,comments,created,numSuccessfulCampaigns,numLiveCampaigns,pastSuccessRate,facebookFriends,goal,currency,campaignDuration,numCollaborators,totWordCount,mainVideo,numAdditionalVideos,numImages,viewGallery,success
Ramen Hero | The ramen meal-kit delivered to your door,Want authentic ramen but don't have time to visit Japan? Then become a ramen chef yourself with our Ramen Hero meal kit!,https://www.kickstarter.com/projects/1091208024/ramen-hero-the-ramen-meal-kit-delivered-to-your-do?ref=ending_soon,Food,Food,"San Francisco, CA",California,San Francisco,North America,usd,Kei Kajitani,2,2,1,1,0,0.5,1216,3000,usd,29,0,578,1,0,8,0,1
Tip Tough - Cut your food not your fingers!,Young entrepreneur RJ Batts invented Tip Tough to revolutionize food prep in the kitchen. This kitchen gadget protects your fingers.,https://www.kickstarter.com/projects/1093576594/tip-tough-cut-your-food-not-your-fingers?ref=ending_soon,Design,Product Design,"Salisbury, MD",Maryland,Salisbury,North America,usd,Lori Batts,0,2,1,0,0,0.5,527,1.00E+05,usd,30,0,739,1,0,5,1,0
Eat Offbeat: The Cookbook,An unprecedented cookbook featuring recipes and stories by refugees now working as chefs in New York City.,https://www.kickstarter.com/projects/1094312075/eat-offbeat-the-cookbook?ref=ending_soon,Food,Cookbooks,"New York, NY",New York,New York,North America,usd,Eat Offbeat,0,67,1,1,0,0.5,0,50000,usd,32,0,1102,1,0,15,0,1
Johnson Farm,"A novel about self and family discovery, and dealing with what you learn. A tale of growing and overcoming.",https://www.kickstarter.com/projects/1094327337/johnson-farm?ref=ending_soon,Publishing,Young Adult,"Pocatello, ID",Idaho,Pocatello,North America,usd,Patrick Kidder,1,67,2,0,0,0,49,2992,usd,35,0,1367,1,0,0,0,0
Cool Covers By Design,"I have created heat reflective decorative covers for my Yeti cooler and cups. Made in America, using Sunbrella and Firesist fabrics.",https://www.kickstarter.com/projects/1094747334/cool-covers-by-design?ref=ending_soon,Design,Product Design,"Burlington, NC",North Carolina,Burlington,North America,usd,Robin Balderson,0,2,1,0,0,0.5,1530,103750,usd,30,0,456,1,0,0,1,0
Pixelmash: Easily Create Pixel Art From Photos Or Sketches,"Pixelmash is a new tool for making pixel art easily from photos, sketches, or scratch, using a nifty resolution-independent workflow.",https://www.kickstarter.com/projects/1098327794/pixelmash-easily-create-pixel-art-from-photos-or-s?ref=ending_soon,Technology,Software,"Salt Lake City, UT",Utah,Salt Lake City,North America,usd,Nevercenter,0,2,1,0,0,0.5,0,25000,usd,31,0,636,1,0,0,1,0
Help Our Band Get Famous,Yeah. The title sorta says it. We're Zach & Nate. Our band is Dash Avenue. And we want you to be a part of our journey to the top.,https://www.kickstarter.com/projects/1100641602/help-our-band-get-famous?ref=ending_soon,Music,Music,"Detroit, MI",Michigan,Detroit,North America,usd,Dash Avenue,0,2,1,0,0,0.5,0,47,usd,30,0,111,1,0,0,0,0
The Patchwork Circus - A Children's Picture Book,I am proud to introduce The Patchwork Circus - a story about believing in the power of imagination and the magic of childhood.,https://www.kickstarter.com/projects/1102037264/the-patchwork-circus-a-childrens-picture-book?ref=ending_soon,Publishing,Children's Books,"Queens, NY",New York,Queens,North America,usd,Diana Teeter,5,2,1,1,0,0.5,0,1600,usd,34,0,773,1,0,3,0,1
Dark Light,"$0 budget micro-short has ballooned into a few hundred dollar venture, as a result we need funds to cover festival submissions.",https://www.kickstarter.com/projects/110469307/dark-light?ref=ending_soon,Film & Video,Drama,"Cedar Rapids, IA",Iowa,Cedar Rapids,North America,usd,Mikeal Burgin,4,67,2,2,0,1,812,200,usd,30,0,380,1,0,3,0,1
Shadows of Illyria Series,"My novel series is a unique take on the fantasy genre. I express my own battle with combat PTSD through the main character, Aldric.",https://www.kickstarter.com/projects/110500920/shadows-of-illyria?ref=ending_soon,Publishing,Fiction,"Springfield, IL",Illinois,Springfield,North America,usd,Jeffrey van Zuiden,1,2,1,1,0,0.5,171,1000,usd,36,0,375,1,0,0,0,1
Scar to Angel,"Please support independent filmmakers by donating to a short film written by a writer in U.S. who is Asian, female, and LBGT.",https://www.kickstarter.com/projects/1105227690/scar-to-angel?ref=ending_soon,Film & Video,Drama,"Austin, TX",Texas,Austin,North America,usd,Joy Lin,1,2,1,0,0,0.5,852,3000,usd,30,0,139,1,0,0,0,0
Wrap City Gal,"I am Anna DeLuca formerly Beverly Hills Hair Stylist Introducing WrapCityGal Multi functional Clothing, & wrap accessories to the World",https://www.kickstarter.com/projects/1106538353/wrap-city-gal?ref=ending_soon,Fashion,Apparel,"Naples, FL",Florida,Naples,North America,usd,Anna DeLuca,1,2,1,0,0,0.5,776,150000,usd,30,0,742,1,0,0,0,0
From The Cold Dark Mountains,"Short Film - As loner and recluse Coburn delves deeper into isolation, he begins to have trouble deciphering illusion from reality.",https://www.kickstarter.com/projects/1110937431/from-the-cold-dark-mountains?ref=ending_soon,Film & Video,Shorts,"Baltimore, MD",Maryland,Baltimore,North America,usd,Wolf House Shorts,0,67,1,1,0,0.5,0,2800,usd,30,0,308,1,0,0,0,1
Real And Personal,My name is Chris Chips and I am Writing a Autobiography about my life to as well as recording a sound track to go with it.,https://www.kickstarter.com/projects/1112375982/real-and-personal?ref=ending_soon,Publishing,Nonfiction,"Oakland, CA",California,Oakland,North America,usd,Chris Chips,0,2,1,0,0,0.5,0,1000,usd,60,0,221,0,0,0,0,0
A Bite of a Snake Play,"Smells Like Money, Drips Like Honey, Taste Like Mocha, Better Run AWAY",https://www.kickstarter.com/projects/1112501718/a-bite-of-a-snake-play?ref=ending_soon,Theater,Plays,"Walnut Creek, CA",California,Walnut Creek,North America,usd,Ediambolo Lokoto,0,2,1,0,0,0.5,837,30000,usd,60,0,739,1,0,0,0,0
ZOS Halo: Drink Wine Your Way,ZOS Halo is a revolutionary new product that allows you to drink wine on your own terms.,https://www.kickstarter.com/projects/1113539804/zos-halo-wine-preserver?ref=ending_soon,Design,Product Design,"Sonoma, CA",California,Sonoma,North America,usd,ZOS Wine,1,26,1,1,0,0.5,0,50000,usd,30,0,1372,1,0,8,0,1
izUiz,"Old school musician in search of funding to hire social media strategist/manager and other unseen costs for upcoming ""album"" release.",https://www.kickstarter.com/projects/1114317017/izuiz?ref=ending_soon,Music,Music,"Norwalk, CT",Connecticut,Norwalk,North America,usd,Greg Kurtzman,0,2,1,0,0,0.5,0,15000,usd,30,0,187,0,0,0,0,0
Chef Jocelyn's Food School,"A series of informal classes using an uncommon approach for purchasing, planning and preparing food. Dinner just got easier.",https://www.kickstarter.com/projects/1114646450/chef-jocelyns-food-school?ref=ending_soon,Food,Food,"Austin, TX",Texas,Austin,North America,usd,Chef Jocelyn,0,2,1,0,0,0.5,1552,17000,usd,45,0,929,1,0,6,0,0
Hobo Lifestyle Podcast,"A podcast featuring stories from life on the road, tips for freestyle travelers and discussions with hitchhikers and other characters.",https://www.kickstarter.com/projects/111493935/hobo-lifestyle-podcast?ref=ending_soon,Publishing,Radio & Podcasts,"New York, NY",New York,New York,North America,usd,Kenny Flannery,0,43,2,2,0,1,575,200,usd,30,0,563,1,0,3,0,1
Spook-o'-tron: a Halloween-themed Homebrew Game for the NES,"A fast-paced, twin-stick, homebrew shooter for the original NES and also PC, complete with Kickstarter-exclusive level editor.",https://www.kickstarter.com/projects/1115970826/spook-o-tron-a-halloween-themed-homebrew-game-for?ref=ending_soon,Games,Video Games,"Osceola, IN",Indiana,Osceola,North America,usd,E.B.D. Holland,27,99,1,1,0,0.5,0,5000,usd,32,0,1914,1,0,21,0,1
Virginia Beer Lovers,Virginia has over 400 years of proud brewing tradition. I want to support this tradition by promoting Virginia brewers and breweries.,https://www.kickstarter.com/projects/1116453925/virginia-beer-lovers?ref=ending_soon,Food,Drinks,"Richmond, VA",Virginia,Richmond,North America,usd,Curtis George,0,2,1,0,0,0.5,127,5000,usd,30,0,396,0,0,0,0,0
A Girl & Her Guitar & Friends (USA & UK tour campaign),This is my album and Anne Dessens Trio USA/UK Tour Project! Help me bring this colorful blend of jazz/folk/country & my Trio to you!,https://www.kickstarter.com/projects/1117951324/a-girl-and-her-guitar-and-friends-usa-and-uk-tour?ref=ending_soon,Music,Country & Folk,"Columbus, OH",Ohio,Columbus,North America,usd,Anne Kennell Dessens,1,2,1,1,0,0.5,1087,3500,usd,31,0,2687,0,1,8,0,1
The Giant Flowers in Highland Park,"The Giant Flowers is a public art piece installed in Highland Park, Brooklyn for one year. Presented by the New York City Department of Parks and Recreation.",https://www.kickstarter.com/projects/1118349346/the-giant-flowers-in-highland-park?ref=ending_soon,Art,Public Art,"Brooklyn, NY",New York,Brooklyn,North America,usd,Daniele Frazier,3,2,1,1,0,0.5,787,10000,usd,30,0,721,1,0,16,0,1
Nelli Nichole album,Nelly Nicole is a young inspiring artist with a message of love and peace. She is on a mission to record her debut album for the world,https://www.kickstarter.com/projects/1120759095/nelli-nichole-album?ref=ending_soon,Music,Music,"Louisville, KY",Kentucky,Louisville,North America,usd,Nelli Nichole,0,2,1,0,0,0.5,82,1000,usd,60,0,90,0,0,0,0,0
Blind Side View,"The focus of our company is simply, safe, innovations. Blind spot camera systems and distance indicators for commercial truck drivers.",https://www.kickstarter.com/projects/1122951869/blind-side-view?ref=ending_soon,Technology,Camera Equipment,"Raleigh, NC",North Carolina,Raleigh,North America,usd,Robert B. Akins,0,2,1,0,0,0.5,0,50000,usd,20,0,983,1,0,0,1,0
Shield of the Interceptor: Last Knight of Avalon,"When Interceptor battles a mysterious figure who has come to claim the shield Prydewinter, who walks away as the Last Knight of Avalon?",https://www.kickstarter.com/projects/1123206134/shield-of-the-interceptor-last-knight-of-avalon?ref=ending_soon,Comics,Comic Books,"Brooklyn, NY",New York,Brooklyn,North America,usd,JayDee Rosario,14,126,9,8,0,0.875,835,895,usd,35,0,130,1,1,10,0,1
Mark Making Art Show,I'm putting on an art show at Chef Marcus Samuelsson's Red Rooster Harlem,https://www.kickstarter.com/projects/1123812361/mark-making-art-show?ref=ending_soon,Art,Installations,"Harlem, Manhattan, NY",New York,Manhattan,North America,usd,Leon,1,2,1,1,0,0.5,818,8500,usd,30,0,309,1,0,9,0,1
The Iron Wall,A young photographer confronts the idea of being a man in New England's bada-bing culture of working class Italian Americans.,https://www.kickstarter.com/projects/1127277928/the-iron-wall?ref=ending_soon,Film & Video,Narrative Film,"Providence, RI",Rhode Island,Providence,North America,usd,Michael Formanski,4,2,1,1,0,0.5,702,10000,usd,30,0,1157,1,0,21,0,1
PLEN Cube: The Portable Personal Assistant Robot,"Your customizable, palm-sized companion featuring a smart camera and automation skills. There for you wherever you go.",https://www.kickstarter.com/projects/1127302719/plen-cube-the-portable-personal-assistant-robot?ref=ending_soon,Technology,Robots,"Osaka-shi, Japan",Japan,Osaka-shi,Asia,usd,PLENGoer Robotics,0,43,1,1,0,0.5,0,50000,usd,60,0,1975,0,0,37,1,1
Hotel California,"Actor/Writer just trying to have my vision come to life, and see if people/production companies/agents are interested in this as well.",https://www.kickstarter.com/projects/1128521436/hotel-california-0?ref=ending_soon,Film & Video,Horror,"Spotsylvania, VA",Virginia,Spotsylvania,North America,usd,Chris Jones,0,2,1,1,0,0.5,180,1,usd,60,0,431,0,0,0,0,1
Craft & Vintage,A comfortable and rustic wine & beer bar that serves delicious Southern/California shared plates. A place to go to relax with friends.,https://www.kickstarter.com/projects/1131123318/craft-and-vintage?ref=ending_soon,Food,Restaurants,"Novato, CA",California,Novato,North America,usd,Katrina Tharin,0,2,1,0,0,0.5,1226,25000,usd,60,0,375,0,0,0,0,0
Eagle & Cross Leathercraft,Eagle & Cross is ready for the next level of leather production and bookbinding. Where creativity meets quality.,https://www.kickstarter.com/projects/1131714885/eagle-and-cross-leathercraft?ref=ending_soon,Crafts,Crafts,"Las Cruces, NM",New Mexico,Las Cruces,North America,usd,Scott,0,2,1,0,0,0.5,275,2500,usd,30,0,253,1,0,0,0,0
Chapters of His Story,We want to share our gift of organic talent and creating feel good music with the WORLD!!,https://www.kickstarter.com/projects/1134981087/chapters-of-his-story?ref=ending_soon,Music,Pop,"Atlanta, GA",Georgia,Atlanta,Europe,usd,Travis Belton,0,2,1,0,0,0.5,3003,20000,usd,30,0,375,1,0,0,0,0
TART: Trump Inspired Art,Introducing TART: Trump inspired art. TART's are hand drawn portraits of President Trump. Each TART is the size of a sports card.,https://www.kickstarter.com/projects/1135338786/tart-trump-inspired-art?ref=ending_soon,Art,Illustration,"Kansas City, KS",Kansas,Kansas City,North America,usd,Rick Parsons,0,2,1,0,0,0.5,209,5000,usd,30,0,280,0,0,4,0,0
Esper Genesis: Heroic Sci-Fi Role-Playing for 5E,Esper Genesis is a versatile science fiction RPG and setting that uses the 5th edition rules of the world's greatest roleplaying game.,https://www.kickstarter.com/projects/113664363/esper-genesis-heroic-sci-fi-role-playing-for-5e?ref=ending_soon,Games,Tabletop Games,"Fort Lauderdale, FL",Florida,Fort Lauderdale,North America,usd,Brian Dalrymple,125,130,1,1,0,0.5,0,8000,usd,33,0,2618,1,0,39,0,1
Between A to B,"""Between A to B"" is a 12-part podcast travel series to be released as the host hikes the 2,600+ miles of the Pacific Crest Trail.",https://www.kickstarter.com/projects/113666163/between-a-to-b?ref=ending_soon,Publishing,Radio & Podcasts,"San Diego, CA",California,San Diego,North America,usd,Josh Ellerbrock,0,2,1,1,0,0.5,318,3000,usd,29,0,1049,1,0,8,0,1
Side Hustle,Making you feel confident and beautiful all day in my cozy tanks and tees !,https://www.kickstarter.com/projects/1136780819/side-hustle?ref=ending_soon,Fashion,Apparel,"Dallas, TX",Texas,Dallas,North America,usd,Jasmin,0,2,1,0,0,0.5,1247,1500,usd,30,0,298,0,0,0,0,0
Uni High Unique 2016-2017,"Funding for print copies of Uni High's student-run magazine, Unique!",https://www.kickstarter.com/projects/1137177538/uni-high-unique-2016-2017?ref=ending_soon,Publishing,Literary Journals,"Urbana, IL",Illinois,Urbana,North America,usd,Unique Editors,0,2,1,1,0,0.5,0,2000,usd,30,0,268,1,0,0,0,1
Red Thistle Catering Co is expanding in so many ways...,"The Red Thistle Wagon, our new food trailer coming soon. Chalkboard Dinners resuming with expanded hours. Custom LIV POTTERY for sale.",https://www.kickstarter.com/projects/1137422041/red-thistle-catering-co-is-expanding-in-so-many-wa?ref=ending_soon,Food,Restaurants,"Tulsa, OK",Oklahoma,Tulsa,North America,usd,Hope Egan/ Red Thistle Catering Co,2,2,1,1,0,0.5,1050,3225,usd,30,0,613,0,0,18,0,1
"Wallabout Film Festival 2017: For Students, By Students",The Wallabout Film Festival began in 2009 at Pratt Institute and is a student-run festival that showcases student short films.,https://www.kickstarter.com/projects/1138148635/wallabout-film-festival-2017-for-students-by-stude?ref=ending_soon,Film & Video,Festivals,"Brooklyn, NY",New York,Brooklyn,North America,usd,Wallabout,4,127,4,3,0,0.666666667,1318,2000,usd,30,0,397,1,0,0,0,1
Super Cat Enamel Pin,Super Cat is here to save the day! Help fund the production of these amazing Super Cat enamel pins!,https://www.kickstarter.com/projects/1139635261/super-cat-enamel-pin?ref=ending_soon,Crafts,Crafts,"Los Angeles, CA",California,Los Angeles,North America,usd,Lydia Pflieger,0,2,1,1,0,0.5,515,300,usd,35,0,458,0,0,2,0,1
THE Ice Cream Truck,Looking to bring gourmet milkshakes and ice cream sundaes on the road. No where in CT can you get a milkshake like this on wheels!,https://www.kickstarter.com/projects/1140685453/the-ice-cream-truck?ref=ending_soon,Food,Food Trucks,"Hartford, CT",Connecticut,Hartford,North America,usd,Brittany & Steve,0,2,1,0,0,0.5,0,5000,usd,13,0,240,0,0,0,0,0
Space Valley,"(Credit to JayProductsPaintings) So this is about farming in space no not like ""Stardew Valley"" It unique graphics! that all i can say!",https://www.kickstarter.com/projects/1141316295/space-valley?ref=ending_soon,Games,Video Games,"Miramar, FL",Florida,Miramar,North America,usd,GameFate,0,2,1,0,0,0.5,0,51723,usd,60,0,206,1,0,0,0,0
Robot Monster Hologram,"Dad and his 7-year-old daughter created this fun card game that mixes Uno, War, and Texas Holdem with Robots, Monsters, and Holograms.",https://www.kickstarter.com/projects/1141715517/robot-monster-hologram?ref=ending_soon,Games,Tabletop Games,"San Francisco, CA",California,San Francisco,North America,usd,Shannon Newton,2,31,1,1,0,0.5,353,10000,usd,30,0,1132,1,0,23,0,1
