"","x"
"313","Our documentary, like the Launch! Music Convention, will bring valuable exposure to new artists as we search for the next music star!"
"314","Dehydrated fruit and vegetable chips prepared locally in Alaska using only the freshest ingredients. No preservatives, just goodness!"
"315","Are you hero enough to spend ten minutes on a dungeon delve? Cooperative and semi-competitive card game in a dynamic dungeon."
"316","All art supplies included. Host a fun paint nite with your friends. We are WINE AND WEED FRIENDLY. Host incentives as well."
"317","Floutin with Disorder Art project by:Jonathan Nurmi Frank This project will help to to promote this traditional technique & Trade"
"318","This & That with Cats is a kitty lounge for adoptable cats & humans, & a space that local artists can utilize to teach their art!"
"319","I have a story of why Bane should be Batman's greatest adversary. The funds will go to a artist and a editor."
"320","Help me frame and transport my photo show across the country!"
"321","A film of love and change for and made by high schoolers, can love thrive in a deprived environment? See if Alex and Reese make it."
"322","A new podcast where the host encounters movies, music and more from his childhood and teenage years that he somehow completely missed."
"323","What my long term plans are is to make custom T-shirts, hats, plates and much more using a heat press machine, i want the best quality."
"324","The Reward Card Coat is a beautiful Oiled Leather Holder made to attach to your keychain that can hold up to 10 Reward Cards securely!"
"325","New cloud technology - integrates your favorite computing solutions into one solution, transforming you to a mobile, digital workplace!"
"326","This short film about a mother and her son portrays themes of independence, passion, and motherhood through jazz and classical music."
"327","My goal is to continue what my dad began before he passed. Raising bees, grow plants and maple syrup we can create a company he'd love."
"328","ConnectU connects you with law firms for legal protection anytime, anywhere and on any device while videotaping the interactions."
"329","Looking to renovate the Little Red Barn Reception hall. It was a popular event space the surrounding community used from 1963-1985."
"330","The Edge, a pleasantly priced, and creative watch, that pushes affordable watch design into a new dimension"
"331","Moving to LA to chase my dream! I will be performing, making contacts and putting in studio time creating my second album, Lush Life""."
"332","A set of 5 classic kaiju monster soft enamel pins!!!"
"333","The Mill is a blog aiming to inform and create active millennials, written by a millennial."
"334","Help us get our debut EP completed and ready for release!"
"335","The Rally Glove is worn by the true sports fanatic to create noise while routing for his/her team or to be distractive to the opponent."
"336","Creation of an indoor bouncy house facility. The purpose is to allow children a place to go to be safe and have fun."
"337","TradeCOVE is an online marketplace where people can trade their items for the things they want, eliminating the need for money."
"338","Gia Margaret is writing/recording, pressing and independently releasing her first full-length record to vinyl!"
"339","Taking back our streets and saving lives in communities around the world. Learn more about the Patent Pending invention StreetZone!"
"340","Vintage Wings Inc. is a 501(C)3 nonprofit that recently purchased this Douglas DC-3 & will return it to the air as a flying museum."
"341","Limited-edition art prints by James A. Owen, featuring C.S. Lewis, J.R.R. Tolkien, and their friends, the legendary Inklings of Oxford."
"342","Help transform an old cattle ranch in Colorado into a literary home on the range for writers, artists, and nature-lovers."
"343","This delightful board book will help young humans develop a healthy relationship with our delicious animal friends."
"344","Funding needed to get the equipment, studio time, and promotion needed for my next album. As well as to continue to advance my passion"
"345","Frank is_a personal assistant in your pocket to make sure you are saving every penny."
"346","3D printing allows designers to think beyond old manufacturing boundaries and create products that can save lives, time, and money."
"347","The solution that documents your athlete's performance from game to game, season to season, year to year - throughout their career."
"348","A DCC RPG boxed setting for Lankhmar, officially licensed by the estate of Fritz Leiber. Adventure with Fafhrd and the Gray Mouser!"
"349","CV-able bipolar half-wave rectification over +5/-5V AC/DC input signal with full-wave summing node, offset and CV-able bipolar limiting"
"350","Creating awareness to others, by letting them know i may carry a concealed firearm."
"351","In this project we gather and publish 100 photos from 100 photographers, and help them to be seen better. You can be one of them !!"
"352","This album's songs are inspired by the struggle in our personal lives and the world around us, and how we can rise above it."
"353","The deltaK offers much of the functionality of an expensive thermal camera, but at a fraction of the cost, and its keychain sized!"
"354","A basic custom Overwatch Decal to show your preferred MMO, Overwatch!"
"355","We are an online community that connects LGBT travelers around the world helping each other upgrade their own adventure!"
"356","Arcanis the World of Shattered Empires is back and updated for 5th Edition, with new character options but the same Grim Dark attitude!"
